RowID,OrderDate,OrderPriority,OrderQuantity,Sales,ShipMode,ShippingCost,CustomerName,CustomerSegment,ProductCategory,ProductContainer,ShipDate
7159,2010-05-14,Not Specified,17,2475.08,Express Air,24.49,Luke Weiss,Corporate,Furniture,Large Box,2010-05-16
7160,2010-05-14,Not Specified,49,1610.42,Regular Air,3.92,Luke Weiss,Corporate,Furniture,Small Pack,2010-05-15
7235,2010-10-17,Critical,48,5620.2,Delivery Truck,30,Rob Haberlin,Corporate,Furniture,Jumbo Drum,2010-10-18
7273,2010-08-24,Not Specified,26,1382.31,Regular Air,19.99,Monica Federle,Corporate,Furniture,Small Box,2010-08-26
7274,2010-08-24,Not Specified,46,991.36,Regular Air,8.68,Monica Federle,Corporate,Office Supplies,Small Box,2010-08-25
7335,2011-08-10,High,19,1410.44,Regular Air,19.99,Kimberly Carter,Home Office,Furniture,Small Box,2011-08-11
7456,2009-09-24,Medium,10,268.18,Regular Air,1.49,Michelle Arnett,Home Office,Office Supplies,Small Box,2009-09-27
7457,2009-09-24,Medium,9,477.054,Regular Air,3.99,Michelle Arnett,Home Office,Technology,Small Box,2009-09-25
7502,2012-10-30,High,35,738.69,Regular Air,7.58,Sanjit Chand,Home Office,Furniture,Small Box,2012-11-01
7503,2012-10-30,High,5,1015.4,Delivery Truck,56.2,Sanjit Chand,Home Office,Furniture,Jumbo Box,2012-11-01
7506,2010-05-07,Medium,17,184.09,Regular Air,5.25,Marina Lichtenstein,Corporate,Office Supplies,Small Box,2010-05-08
7533,2011-04-09,Low,36,1646.05,Regular Air,7.23,Joy Smith,Consumer,Office Supplies,Small Box,2011-04-11
7534,2010-06-03,High,46,7807.45,Express Air,19.99,Christina DeMoss,Home Office,Office Supplies,Small Box,2010-06-06
7565,2010-05-22,Medium,45,261,Express Air,3.37,Monica Federle,Corporate,Office Supplies,Wrap Bag,2010-05-23
7566,2010-05-22,Medium,4,127.56,Regular Air,6.64,Monica Federle,Corporate,Office Supplies,Small Box,2010-05-25
7861,2012-10-25,Medium,35,144.06,Regular Air,5.44,Michelle Arnett,Home Office,Office Supplies,Small Box,2012-10-27
7862,2012-10-25,Medium,32,3205.24,Delivery Truck,74.35,Michelle Arnett,Home Office,Furniture,Jumbo Drum,2012-10-26
7863,2012-10-25,Medium,46,339.27,Regular Air,2.82,Michelle Arnett,Home Office,Office Supplies,Wrap Bag,2012-10-25
7864,2012-10-25,Medium,9,902.024,Delivery Truck,51.94,Michelle Arnett,Home Office,Furniture,Jumbo Box,2012-10-26
7873,2010-01-05,Not Specified,34,702.79,Regular Air,11.17,Michelle Arnett,Home Office,Furniture,Large Box,2010-01-05
7874,2010-01-05,Not Specified,44,712.64,Regular Air,6.25,Michelle Arnett,Home Office,Office Supplies,Small Box,2010-01-06
8116,2011-12-30,Medium,40,239.86,Regular Air,3.37,Sally Knutson,Consumer,Office Supplies,Wrap Bag,2011-12-31
8117,2011-12-30,Medium,48,1269.79,Express Air,5.89,Sally Knutson,Consumer,Technology,Small Box,2011-12-31
8184,2011-02-14,Low,17,1529.014,Regular Air,8.99,Christina DeMoss,Home Office,Technology,Small Box,2011-02-14
8335,2010-05-28,Medium,3,336.84,Delivery Truck,35.84,Joy Smith,Consumer,Furniture,Jumbo Box,2010-05-29
8336,2010-05-28,Medium,7,1120.27,Regular Air,13.99,Joy Smith,Consumer,Technology,Medium Box,2010-05-28
45,2010-06-28,Medium,47,5677.609,Regular Air,4.2,Sonia Sunley,Small Business,Technology,Small Box,2010-06-29
143,2011-03-01,Low,21,1222.68,Express Air,3.99,Anthony O'Donnell,Consumer,Office Supplies,Small Box,2011-03-06
144,2011-03-01,Low,26,390.2,Express Air,7.4,Anthony O'Donnell,Consumer,Furniture,Small Box,2011-03-03
191,2012-02-27,Not Specified,26,892.38,Regular Air,1.99,Emily Grady,Home Office,Technology,Small Pack,2012-02-29
192,2012-02-27,Not Specified,10,29.41,Regular Air,1.34,Emily Grady,Home Office,Office Supplies,Wrap Bag,2012-02-29
267,2012-03-19,Not Specified,24,1449.3,Regular Air,49,Alex Avila,Home Office,Office Supplies,Large Box,2012-03-21
268,2012-03-19,Not Specified,43,4374.6865,Regular Air,8.08,Alex Avila,Home Office,Technology,Small Box,2012-03-20
269,2012-03-19,Not Specified,44,4283.235,Regular Air,8.8,Alex Avila,Home Office,Technology,Small Box,2012-03-20
280,2012-03-04,Critical,7,1874.37,Regular Air,24.49,Brian Moss,Corporate,Furniture,Large Box,2012-03-05
424,2012-03-09,Critical,35,1476.39,Express Air,15.9,Emily Grady,Home Office,Furniture,Medium Box,2012-03-11
425,2012-03-09,Critical,8,863.583,Regular Air,8.99,Emily Grady,Home Office,Technology,Small Box,2012-03-11
767,2010-01-05,High,6,49.55,Express Air,7.64,Anna Andreadi,Small Business,Office Supplies,Small Box,2010-01-07
768,2010-01-05,High,15,606.56,Regular Air,4.99,Anna Andreadi,Small Business,Technology,Small Box,2010-01-07
1153,2012-04-21,Medium,24,715.4,Regular Air,4,Emily Grady,Home Office,Technology,Small Box,2012-04-21
1168,2009-06-17,Low,25,113.75,Regular Air,5.34,Barbara Fisher,Small Business,Office Supplies,Small Box,2009-06-21
1169,2009-06-17,Low,24,3081.95,Delivery Truck,54.74,Barbara Fisher,Small Business,Furniture,Jumbo Box,2009-06-21
1305,2012-06-13,Medium,41,133.23,Regular Air,1.92,Emily Grady,Home Office,Office Supplies,Wrap Bag,2012-06-14
1356,2012-07-16,Medium,50,1406.64,Regular Air,8.23,Kelly Williams,Corporate,Office Supplies,Small Box,2012-07-17
1381,2009-05-15,Not Specified,46,3197.45,Regular Air,4,Sonia Sunley,Corporate,Technology,Small Box,2009-05-18
1382,2009-05-15,Not Specified,21,78.57,Regular Air,1.32,Sonia Sunley,Corporate,Office Supplies,Wrap Bag,2009-05-17
1395,2011-01-02,Critical,16,5403.75,Delivery Truck,58.92,Sonia Sunley,Corporate,Furniture,Jumbo Drum,2011-01-04
1396,2011-01-02,Critical,1,192.49,Delivery Truck,30,Sonia Sunley,Corporate,Furniture,Jumbo Drum,2011-01-04
1397,2011-01-02,Critical,24,6408.3,Delivery Truck,35.67,Sonia Sunley,Corporate,Furniture,Jumbo Box,2011-01-02
1440,2012-01-05,Low,13,2323.36,Regular Air,19.99,Sonia Sunley,Corporate,Technology,Small Box,2012-01-12
1481,2009-01-23,Not Specified,18,136.41,Regular Air,8.37,Jocasta Rupert,Consumer,Office Supplies,Small Pack,2009-01-24
1791,2011-12-24,Not Specified,20,761.23,Regular Air,14.72,Sonia Sunley,Small Business,Office Supplies,Small Box,2011-12-25
1837,2012-11-20,Critical,26,187.16,Regular Air,2.99,Kelly Williams,Corporate,Office Supplies,Small Box,2012-11-22
1876,2012-12-29,Medium,27,176.1,Regular Air,6.18,Anna Andreadi,Small Business,Office Supplies,Small Box,2012-12-30
2014,2010-01-31,Medium,7,44.05,Regular Air,5.67,Rick Duston,Corporate,Office Supplies,Small Box,2010-02-01
2049,2009-02-04,Medium,47,671.03,Regular Air,6.46,Sonia Sunley,Small Business,Office Supplies,Small Box,2009-02-05
2077,2011-12-24,Medium,9,3800.4,Express Air,19.99,Angele Hood,Consumer,Office Supplies,Small Box,2011-12-24
2256,2010-02-27,Low,2,13.3,Regular Air,0.49,Sonia Sunley,Corporate,Office Supplies,Small Box,2010-03-01
2257,2010-02-27,Low,27,3379.01,Delivery Truck,54.74,Sonia Sunley,Corporate,Furniture,Jumbo Box,2010-03-01
2258,2010-02-27,Low,15,687.52,Regular Air,5.81,Sonia Sunley,Corporate,Office Supplies,Small Box,2010-03-06
2259,2010-02-27,Low,40,4538.66,Regular Air,8.64,Sonia Sunley,Corporate,Office Supplies,Small Box,2010-03-04
2635,2012-06-25,Critical,17,3816.59,Delivery Truck,68.02,Sonia Sunley,Corporate,Office Supplies,Jumbo Drum,2012-06-27
2801,2012-03-13,High,10,194.29,Regular Air,6.67,Dennis Bolton,Consumer,Furniture,Small Pack,2012-03-15
2912,2010-12-28,Medium,34,195.49,Regular Air,1.2,Stewart Carmichael,Corporate,Office Supplies,Wrap Bag,2010-12-30
2978,2012-07-03,High,13,47.93,Regular Air,0.5,Dennis Bolton,Consumer,Office Supplies,Small Box,2012-07-05
3042,2012-04-05,Not Specified,47,168.55,Regular Air,0.5,Sonia Sunley,Corporate,Office Supplies,Small Box,2012-04-07
3043,2012-04-05,Not Specified,26,77.03,Regular Air,1.92,Sonia Sunley,Corporate,Office Supplies,Wrap Bag,2012-04-05
3085,2009-07-24,Low,20,939.39,Regular Air,19.99,Stewart Carmichael,Corporate,Office Supplies,Small Box,2009-07-29
3141,2011-07-18,Medium,3,279.33,Regular Air,19.99,Kelly Williams,Corporate,Office Supplies,Small Box,2011-07-20
3154,2010-04-15,Low,5,365.93,Regular Air,14.52,Sonia Sunley,Small Business,Technology,Small Box,2010-04-20
3208,2010-06-15,Low,1,12.2,Regular Air,1.99,Kelly Williams,Corporate,Technology,Small Pack,2010-06-22
3368,2011-03-15,High,36,170.42,Regular Air,4.97,Sonia Sunley,Corporate,Office Supplies,Small Box,2011-03-16
3369,2011-03-15,High,3,431.29,Regular Air,24.49,Sonia Sunley,Corporate,Furniture,Large Box,2011-03-16
3370,2011-03-15,High,48,294.26,Express Air,0.7,Sonia Sunley,Corporate,Office Supplies,Wrap Bag,2011-03-16
3474,2009-12-06,High,3,549.92,Delivery Truck,26.2,Sonia Sunley,Small Business,Furniture,Jumbo Drum,2009-12-09
3475,2009-12-06,High,26,182.09,Regular Air,5.19,Sonia Sunley,Small Business,Office Supplies,Small Box,2009-12-07
3691,2010-07-22,Medium,7,285.08,Regular Air,5.33,Anna Andreadi,Small Business,Office Supplies,Small Box,2010-07-25
3781,2010-06-25,Medium,46,27875.54,Regular Air,24.49,Seth Vernon,Home Office,Technology,Large Box,2010-06-27
3782,2010-06-25,Medium,49,2030.44,Regular Air,5.86,Seth Vernon,Home Office,Office Supplies,Small Box,2010-06-27
3783,2010-06-25,Medium,47,695.99,Express Air,8.78,Seth Vernon,Home Office,Office Supplies,Small Box,2010-06-27
3815,2011-10-08,Critical,17,477.5045,Regular Air,5,Alex Avila,Corporate,Technology,Small Box,2011-10-10
3910,2010-09-07,Low,44,777.63,Regular Air,8.99,Sarah Foster,Corporate,Office Supplies,Small Pack,2010-09-14
4005,2012-01-22,Not Specified,40,1500.17,Express Air,1.99,Alex Avila,Home Office,Technology,Small Pack,2012-01-23
4006,2012-01-22,Not Specified,45,377.31,Regular Air,2.87,Alex Avila,Home Office,Office Supplies,Wrap Bag,2012-01-23
4048,2012-04-05,High,30,204.49,Regular Air,8.73,Anna Andreadi,Small Business,Office Supplies,Small Box,2012-04-06
4200,2009-12-12,Medium,41,5572.92,Delivery Truck,36.09,Angele Hood,Consumer,Furniture,Jumbo Box,2009-12-14
4209,2012-03-23,Medium,33,3977.97,Regular Air,9.07,Sonia Sunley,Small Business,Office Supplies,Small Box,2012-03-25
4307,2011-09-13,Critical,45,3116.7715,Regular Air,0.99,Kelly Williams,Corporate,Technology,Wrap Bag,2011-09-15
4308,2012-09-05,Critical,16,986.272,Regular Air,69,Anna Andreadi,Small Business,Furniture,Large Box,2012-09-08
4332,2010-08-21,Medium,30,201.37,Regular Air,1.6,Alex Avila,Home Office,Office Supplies,Wrap Bag,2010-08-22
4619,2012-10-26,High,42,939.77,Express Air,4,Jim Karlsson,Small Business,Technology,Small Box,2012-10-29
4718,2010-10-06,Low,42,187.28,Regular Air,4.79,Sonia Sunley,Corporate,Office Supplies,Small Box,2010-10-08
4722,2010-03-13,Critical,8,763.6485,Regular Air,5.26,Alex Avila,Home Office,Technology,Small Box,2010-03-14
4727,2011-05-25,Low,45,12457.63,Delivery Truck,69.55,Lisa DeCherney,Corporate,Furniture,Jumbo Drum,2011-05-30
4841,2011-05-09,Not Specified,16,32.35,Regular Air,4.79,Barbara Fisher,Small Business,Office Supplies,Small Box,2011-05-10
4842,2011-05-09,Not Specified,23,116.56,Regular Air,0.49,Barbara Fisher,Small Business,Office Supplies,Small Box,2011-05-11
4885,2010-01-18,Not Specified,7,117.062,Regular Air,0.99,Barbara Fisher,Small Business,Technology,Wrap Bag,2010-01-20
4970,2009-12-12,Critical,16,72.08,Regular Air,5.68,Lisa DeCherney,Corporate,Office Supplies,Small Box,2009-12-14
4971,2009-12-12,Critical,29,10338.93,Delivery Truck,85.63,Lisa DeCherney,Corporate,Furniture,Jumbo Box,2009-12-14
4972,2009-12-12,Critical,37,15897.01,Delivery Truck,110.2,Lisa DeCherney,Corporate,Furniture,Jumbo Box,2009-12-13
4973,2009-12-12,Critical,8,1265.293,Regular Air,8.99,Lisa DeCherney,Corporate,Technology,Small Box,2009-12-14
5019,2010-01-22,Critical,24,2722.85,Delivery Truck,30,Barbara Fisher,Small Business,Furniture,Jumbo Drum,2010-01-24
5020,2010-01-22,Critical,2,59.93,Regular Air,4,Barbara Fisher,Small Business,Technology,Small Box,2010-01-24
5021,2010-01-22,Critical,19,851.52,Regular Air,5.86,Barbara Fisher,Small Business,Office Supplies,Small Box,2010-01-24
5212,2012-12-09,Not Specified,50,919,Regular Air,8.99,Alex Avila,Home Office,Furniture,Small Pack,2012-12-10
5238,2009-08-28,Medium,25,453.2455,Regular Air,4.81,Roy Skaria,Corporate,Technology,Medium Box,2009-08-29
5315,2012-11-04,High,23,6276.83,Delivery Truck,48.8,Angele Hood,Consumer,Furniture,Jumbo Drum,2012-11-04
5347,2010-07-20,Low,26,122.51,Regular Air,0.8,Seth Vernon,Home Office,Office Supplies,Wrap Bag,2010-07-24
5348,2010-07-20,Low,27,2846.361,Regular Air,7.69,Seth Vernon,Home Office,Technology,Small Box,2010-07-27
5380,2011-11-15,Critical,39,71.04,Regular Air,1.49,Sarah Foster,Corporate,Office Supplies,Small Box,2011-11-17
5551,2009-03-22,Medium,16,2232.66,Express Air,4,Kelly Williams,Corporate,Technology,Small Box,2009-03-23
5562,2009-08-06,Critical,45,177.88,Regular Air,5.04,Dennis Bolton,Small Business,Office Supplies,Small Box,2009-08-07
5563,2009-08-06,Critical,30,139.59,Regular Air,2.5,Dennis Bolton,Small Business,Office Supplies,Small Box,2009-08-08
5596,2012-03-23,High,35,253.15,Regular Air,3.52,Roy Skaria,Corporate,Technology,Small Pack,2012-03-23
5744,2011-04-13,Low,22,83.02,Regular Air,1.49,Jim Karlsson,Small Business,Office Supplies,Small Box,2011-04-18
5745,2011-04-13,Low,35,10278.79,Delivery Truck,64.73,Jim Karlsson,Small Business,Furniture,Jumbo Drum,2011-04-15
5747,2011-09-06,Critical,8,53.14,Regular Air,7.78,Barbara Fisher,Small Business,Office Supplies,Small Box,2011-09-07
6147,2012-05-23,Medium,50,295.37,Regular Air,5.46,Anna Andreadi,Small Business,Office Supplies,Small Box,2012-05-25
6239,2012-03-04,Low,12,50.69,Regular Air,2,Seth Vernon,Home Office,Office Supplies,Wrap Bag,2012-03-08
6243,2009-11-03,Not Specified,11,1865.94,Delivery Truck,30,Alex Avila,Home Office,Furniture,Jumbo Drum,2009-11-05
6244,2009-11-03,Not Specified,43,784.72,Regular Air,4,Alex Avila,Home Office,Technology,Small Box,2009-11-05
6245,2009-11-03,Not Specified,24,2343.076,Regular Air,8.99,Alex Avila,Home Office,Technology,Small Box,2009-11-04
6415,2009-08-12,High,5,627.64,Delivery Truck,30,Sonia Sunley,Small Business,Furniture,Jumbo Drum,2009-08-14
6438,2010-07-07,High,25,67.45,Regular Air,0.5,Lisa DeCherney,Corporate,Office Supplies,Small Box,2010-07-08
6761,2010-11-05,High,28,199.94,Regular Air,9.54,Dennis Bolton,Small Business,Office Supplies,Small Box,2010-11-07
6769,2012-05-05,Not Specified,32,1282.49,Regular Air,14.45,Anthony O'Donnell,Consumer,Furniture,Large Box,2012-05-07
6808,2010-06-23,Medium,22,346.42,Regular Air,1.99,Barbara Fisher,Small Business,Technology,Small Pack,2010-06-24
6809,2010-06-23,Medium,41,773.44,Express Air,6.67,Barbara Fisher,Small Business,Furniture,Small Pack,2010-06-24
6810,2010-06-23,Medium,43,881.84,Regular Air,9.03,Barbara Fisher,Small Business,Office Supplies,Small Box,2010-06-25
6811,2010-06-23,Medium,50,5067.5725,Regular Air,8.99,Barbara Fisher,Small Business,Technology,Small Box,2010-06-25
6893,2012-07-28,Medium,31,2245.78,Delivery Truck,30,Barbara Fisher,Small Business,Furniture,Jumbo Drum,2012-07-28
6926,2009-03-07,Critical,20,9418.14,Delivery Truck,16.63,Dennis Bolton,Small Business,Technology,Jumbo Box,2009-03-07
6958,2011-01-24,Not Specified,45,1090.6,Regular Air,6.3,Lisa DeCherney,Corporate,Technology,Medium Box,2011-01-25
7051,2009-08-15,Medium,42,1811.3,Express Air,4.62,Sarah Foster,Corporate,Office Supplies,Small Box,2009-08-17
7052,2009-08-15,Medium,43,4095.76,Delivery Truck,42,Sarah Foster,Corporate,Furniture,Jumbo Drum,2009-08-18
7053,2009-08-15,Medium,22,482.37,Regular Air,4,Sarah Foster,Corporate,Technology,Small Box,2009-08-17
7158,2009-10-02,Critical,43,7036.11,Regular Air,19.99,Anna Andreadi,Small Business,Office Supplies,Small Box,2009-10-04
7242,2012-01-01,Low,45,2354.8,Regular Air,19.99,Roy Skaria,Corporate,Technology,Small Box,2012-01-08
7243,2012-01-01,Low,50,187.88,Regular Air,2.97,Roy Skaria,Corporate,Office Supplies,Wrap Bag,2012-01-06
7298,2009-11-27,High,29,20872.16,Regular Air,24.49,Roy Skaria,Corporate,Technology,Large Box,2009-11-30
7348,2010-08-04,Low,41,152.28,Regular Air,5.44,Dennis Bolton,Consumer,Office Supplies,Small Box,2010-08-08
7400,2010-11-08,Not Specified,14,125.54,Express Air,6.16,Alex Avila,Home Office,Office Supplies,Small Box,2010-11-09
7458,2012-12-04,High,36,228.01,Regular Air,8.73,Roy Skaria,Corporate,Office Supplies,Small Box,2012-12-07
7558,2011-03-10,Low,2,57.5,Regular Air,1.99,Seth Vernon,Home Office,Technology,Small Pack,2011-03-12
7624,2009-07-16,Critical,22,604.38,Regular Air,1.99,Barbara Fisher,Small Business,Technology,Small Pack,2009-07-19
7625,2009-07-16,Critical,45,2404.599,Express Air,4.99,Barbara Fisher,Small Business,Technology,Small Box,2009-07-18
7662,2009-02-22,Not Specified,27,132.36,Regular Air,4.62,Peter Buhler,Consumer,Technology,Small Pack,2009-02-23
7663,2009-02-22,Not Specified,42,1498.46,Regular Air,5.02,Peter Buhler,Consumer,Furniture,Small Box,2009-02-24
7694,2012-09-21,Critical,22,985.29,Express Air,8.99,Dennis Bolton,Small Business,Office Supplies,Small Pack,2012-09-23
7796,2012-11-10,Not Specified,6,323.53,Regular Air,19.99,Roy Skaria,Corporate,Furniture,Small Box,2012-11-11
7797,2012-11-10,Not Specified,1,65.7475,Express Air,3.99,Roy Skaria,Corporate,Technology,Small Box,2012-11-12
7830,2010-04-12,Low,17,118.36,Express Air,7.37,Alex Avila,Home Office,Office Supplies,Small Box,2010-04-16
7921,2011-08-25,High,2,29.31,Regular Air,5.43,Anthony O'Donnell,Corporate,Office Supplies,Small Box,2011-08-26
7922,2011-08-25,High,11,80.26,Regular Air,5.66,Anthony O'Donnell,Corporate,Office Supplies,Small Box,2011-08-26
8313,2010-11-20,Medium,34,398.76,Regular Air,6.97,Seth Vernon,Home Office,Office Supplies,Small Box,2010-11-21
8357,2010-06-15,Critical,25,67.58,Express Air,0.8,Sonia Sunley,Small Business,Office Supplies,Wrap Bag,2010-06-17
8382,2012-04-14,High,19,159.24,Regular Air,1.99,Daniel Lacy,Small Business,Technology,Small Pack,2012-04-16
8383,2012-04-14,High,6,48.77,Regular Air,1.71,Daniel Lacy,Small Business,Office Supplies,Wrap Bag,2012-04-16
8384,2012-04-14,High,5,26.5,Express Air,1.2,Daniel Lacy,Small Business,Office Supplies,Wrap Bag,2012-04-15
52,2012-03-18,Critical,20,2634.8555,Regular Air,8.08,Giulietta Weimer,Corporate,Technology,Small Box,2012-03-20
53,2012-03-18,Critical,46,281,Regular Air,10.05,Giulietta Weimer,Corporate,Office Supplies,Small Box,2012-03-20
151,2009-05-05,Low,33,4064.05,Regular Air,19.99,Mike Vittorini,Small Business,Office Supplies,Small Box,2009-05-07
152,2009-05-05,Low,47,3213.87,Delivery Truck,60,Mike Vittorini,Small Business,Office Supplies,Jumbo Drum,2009-05-07
185,2012-04-18,Not Specified,1,14.68,Regular Air,6.19,Lela Donovan,Corporate,Office Supplies,Small Box,2012-04-18
186,2012-04-18,Not Specified,11,10145.14,Regular Air,19.99,Lela Donovan,Corporate,Office Supplies,Small Box,2012-04-20
187,2012-04-18,Not Specified,16,68.45,Regular Air,5.41,Lela Donovan,Corporate,Office Supplies,Small Box,2012-04-20
222,2011-01-09,Medium,3,1326.09,Regular Air,19.99,Shahid Shariari,Corporate,Office Supplies,Small Box,2011-01-12
223,2011-01-09,Medium,30,339.49,Regular Air,5.81,Shahid Shariari,Corporate,Office Supplies,Small Pack,2011-01-11
259,2009-03-06,Not Specified,10,1187.12,Delivery Truck,30,Trudy Schmidt,Small Business,Furniture,Jumbo Drum,2009-03-08
260,2009-03-06,Not Specified,16,108.31,Regular Air,6.86,Trudy Schmidt,Small Business,Office Supplies,Small Box,2009-03-08
393,2010-06-07,Critical,36,2051.016,Express Air,3.99,Christopher Martinez,Small Business,Technology,Small Box,2010-06-10
548,2012-01-16,Medium,29,106.78,Regular Air,5,Mike Vittorini,Small Business,Office Supplies,Wrap Bag,2012-01-17
549,2010-02-02,Critical,25,79.37,Regular Air,1.35,Marc Harrigan,Home Office,Office Supplies,Wrap Bag,2010-02-02
574,2012-08-18,Medium,36,218.12,Regular Air,49,Christopher Martinez,Small Business,Office Supplies,Large Box,2012-08-18
594,2012-10-06,High,16,118.38,Regular Air,6.05,Shahid Shariari,Corporate,Office Supplies,Small Box,2012-10-08
617,2011-03-24,Medium,45,253.89,Regular Air,5.3,Liz Price,Consumer,Office Supplies,Small Box,2011-03-26
618,2012-10-02,Critical,22,1556.87,Delivery Truck,60,Lela Donovan,Corporate,Office Supplies,Jumbo Drum,2012-10-03
619,2012-10-02,Critical,33,195.98,Regular Air,5.35,Lela Donovan,Corporate,Office Supplies,Small Box,2012-10-04
620,2012-10-02,Critical,32,9235.97,Regular Air,24.49,Lela Donovan,Corporate,Office Supplies,Large Box,2012-10-04
621,2012-10-02,Critical,48,274.38,Regular Air,5.37,Lela Donovan,Corporate,Office Supplies,Small Box,2012-10-04
622,2012-08-14,Medium,8,17.72,Regular Air,4.08,Mike Vittorini,Small Business,Furniture,Small Pack,2012-08-16
657,2011-02-26,Critical,9,65.61,Regular Air,3.52,Shahid Shariari,Corporate,Technology,Small Pack,2011-02-27
658,2011-02-26,Critical,21,309.62,Express Air,9.37,Shahid Shariari,Corporate,Office Supplies,Small Box,2011-02-26
695,2012-11-10,Low,16,4901.99,Regular Air,19.99,Ralph Kennedy,Corporate,Office Supplies,Small Box,2012-11-14
710,2012-09-13,Medium,30,4305.79,Regular Air,19.99,Rob Dowd,Corporate,Office Supplies,Small Box,2012-09-14
718,2012-05-10,Not Specified,45,1991.703,Regular Air,1.25,Ralph Kennedy,Corporate,Technology,Small Pack,2012-05-11
741,2010-12-25,Critical,34,2932.99,Regular Air,56.2,Khloe Miller,Home Office,Furniture,Medium Box,2010-12-26
742,2010-12-25,Critical,45,9194.8,Delivery Truck,69.64,Khloe Miller,Home Office,Furniture,Jumbo Box,2010-12-27
743,2010-12-25,Critical,17,2285.12,Delivery Truck,36.09,Khloe Miller,Home Office,Furniture,Jumbo Box,2010-12-27
766,2012-03-24,Not Specified,42,355.69,Regular Air,8.29,Shahid Hopkins,Small Business,Office Supplies,Small Box,2012-03-26
795,2009-05-20,Medium,15,297.05,Regular Air,6.32,Kristina Nunn,Consumer,Office Supplies,Small Box,2009-05-21
796,2009-05-20,Medium,7,108.26,Regular Air,1.39,Kristina Nunn,Consumer,Office Supplies,Small Box,2009-05-21
855,2009-06-21,Critical,24,67.35,Regular Air,0.5,Ralph Kennedy,Corporate,Office Supplies,Small Box,2009-06-24
856,2009-06-21,Critical,4,1472.31,Delivery Truck,40.19,Ralph Kennedy,Corporate,Furniture,Jumbo Box,2009-06-22
888,2011-08-07,Critical,29,857.42,Express Air,3.6,Ricardo Emerson,Corporate,Technology,Small Pack,2011-08-08
889,2011-08-07,Critical,1,2.24,Regular Air,0.7,Ricardo Emerson,Corporate,Office Supplies,Wrap Bag,2011-08-09
992,2010-03-26,Medium,22,446.72,Regular Air,14.39,Lela Donovan,Corporate,Furniture,Small Box,2010-03-28
993,2010-03-26,Medium,30,1580.6005,Regular Air,2.79,Lela Donovan,Corporate,Technology,Small Box,2010-03-28
1013,2012-12-15,Not Specified,47,16002.29,Regular Air,19.99,Ricardo Emerson,Corporate,Office Supplies,Small Box,2012-12-15
1014,2012-12-15,Not Specified,9,182.26,Regular Air,1.49,Ricardo Emerson,Corporate,Office Supplies,Small Box,2012-12-16
1123,2009-12-07,Medium,7,3565.27,Delivery Truck,14.7,Patrick O'Brill,Home Office,Technology,Jumbo Drum,2009-12-09
1124,2009-12-07,Medium,50,241.01,Regular Air,3.01,Patrick O'Brill,Home Office,Office Supplies,Wrap Bag,2009-12-09
1134,2009-12-09,Critical,32,209.02,Regular Air,0.5,Patrick O'Brill,Home Office,Office Supplies,Small Box,2009-12-11
1167,2010-12-21,Critical,33,729.92,Regular Air,4,Trudy Schmidt,Small Business,Technology,Small Box,2010-12-22
1197,2012-08-10,Low,32,2593.08,Express Air,48.2,Thomas Brumley,Consumer,Furniture,Medium Box,2012-08-15
1198,2012-08-10,Low,25,2529.396,Express Air,3,Thomas Brumley,Consumer,Technology,Small Box,2012-08-12
1221,2010-11-12,High,3,441.43,Regular Air,24.49,Shahid Shariari,Corporate,Furniture,Large Box,2010-11-13
1222,2010-11-12,High,14,2145.6975,Regular Air,4.2,Shahid Shariari,Corporate,Technology,Small Box,2010-11-14
1223,2010-11-12,High,18,1341.963,Regular Air,2.79,Shahid Shariari,Corporate,Technology,Small Box,2010-11-13
1288,2012-05-05,Critical,12,1712.66,Regular Air,4,Vicky Freymann,Home Office,Technology,Small Box,2012-05-07
1420,2010-07-21,Low,20,310.31,Regular Air,7.4,Lela Donovan,Corporate,Furniture,Small Box,2010-07-21
1455,2012-05-04,Critical,35,246.98,Regular Air,5.21,Khloe Miller,Corporate,Furniture,Small Box,2012-05-09
1497,2010-08-24,Critical,35,233.39,Regular Air,9.54,Mike Vittorini,Small Business,Office Supplies,Small Box,2010-08-24
1509,2011-03-10,Medium,23,135.31,Regular Air,5.01,Trudy Schmidt,Small Business,Office Supplies,Small Box,2011-03-10
1512,2011-11-12,High,9,181.66,Regular Air,8.51,Mike Vittorini,Small Business,Technology,Medium Box,2011-11-14
1565,2012-03-22,Medium,29,1194.96,Regular Air,4,Tony Chapman,Consumer,Technology,Small Box,2012-03-22
1567,2009-11-16,Low,6,184.331,Regular Air,5.99,Liz Price,Corporate,Technology,Wrap Bag,2009-11-20
1568,2009-11-16,Low,23,1223.3795,Express Air,5.92,Liz Price,Corporate,Technology,Small Box,2009-11-23
1575,2009-09-05,Low,28,128.69,Regular Air,1.49,Sarah Bern,Corporate,Office Supplies,Small Box,2009-09-07
1623,2012-07-19,High,17,686.27,Regular Air,19.99,Mark Cousins,Home Office,Technology,Small Box,2012-07-20
1644,2012-08-20,Medium,19,242.63,Regular Air,6.27,Shahid Hopkins,Small Business,Office Supplies,Medium Box,2012-08-21
1650,2010-08-23,Low,45,4729.85,Delivery Truck,14,Mark Cousins,Home Office,Technology,Jumbo Drum,2010-08-23
1681,2012-12-25,Medium,36,4852.05,Delivery Truck,70.2,Giulietta Weimer,Corporate,Furniture,Jumbo Drum,2012-12-28
