id,OrderDate,OrderPriority,OrderQuantity,Sales,ShipMode,ShippingCost,CustomerName,CustomerSegment,ProductCategory,ProductContainer,ShipDate
5187,3/24/2010,Low,32,6245.76,Regular Air,9.99,Brian Stugart,Consumer,Office Supplies,Small Box,3/26/2010
5194,5/25/2012,Low,45,3638.27,Regular Air,4.5,Amy Cox,Small Business,Office Supplies,Small Box,5/25/2012
5195,5/25/2012,Low,37,1326.69,Regular Air,8.74,Amy Cox,Small Business,Office Supplies,Small Box,5/29/2012
5209,12/12/2009,Medium,28,14475.74,Delivery Truck,49,Cari MacIntyre,Corporate,Technology,Jumbo Drum,12/13/2009
5210,12/12/2009,Medium,3,306.6205,Express Air,5.99,Cari MacIntyre,Corporate,Technology,Small Box,12/13/2009
5225,11/30/2010,High,24,527.25,Regular Air,8.83,Eudokia Martin,Home Office,Office Supplies,Small Box,12/1/2010
5244,5/4/2011,Medium,21,210.86,Regular Air,6.02,Michelle Huthwaite,Home Office,Furniture,Medium Box,5/5/2011
5250,2/15/2010,Critical,8,631.73,Express Air,19.99,Bill Stewart,Corporate,Furniture,Small Box,2/17/2010
5319,4/20/2011,Low,23,490.17,Regular Air,4,Mike Caudle,Corporate,Technology,Small Box,4/25/2011
5320,4/20/2011,Low,42,206.2,Regular Air,0.5,Mike Caudle,Corporate,Office Supplies,Small Box,4/22/2011
5336,7/14/2010,Critical,48,414.42,Regular Air,8.99,Andy Reiter,Corporate,Technology,Small Pack,7/16/2010
5357,2/15/2012,Low,13,542.6,Regular Air,1.99,Erin Ashbrook,Consumer,Technology,Small Pack,2/15/2012
5358,9/14/2009,Not Specified,26,125.01,Regular Air,4.7,Jim Mitchum,Consumer,Office Supplies,Small Box,9/15/2009
5364,9/12/2009,Not Specified,33,60.92,Regular Air,1.49,Amy Cox,Small Business,Office Supplies,Small Box,9/14/2009
5365,9/12/2009,Not Specified,8,387.17,Regular Air,4.8,Amy Cox,Small Business,Furniture,Wrap Bag,9/13/2009
5405,5/8/2012,Critical,19,4201.47,Delivery Truck,52.2,Cynthia Arntzen,Small Business,Furniture,Jumbo Box,5/9/2012
5406,5/8/2012,Critical,17,55.66,Regular Air,2.31,Cynthia Arntzen,Small Business,Office Supplies,Wrap Bag,5/9/2012
5416,5/5/2009,Low,47,5567.79,Regular Air,3.99,Melanie Page,Corporate,Office Supplies,Small Box,5/5/2009
5417,5/5/2009,Low,10,503.2935,Regular Air,5,Melanie Page,Corporate,Technology,Small Pack,5/5/2009
5418,5/5/2009,Low,32,796.03,Delivery Truck,15.68,Melanie Page,Corporate,Furniture,Jumbo Drum,5/9/2009
5422,4/17/2011,Critical,47,1980.37,Regular Air,2.99,Dave Hallsten,Home Office,Office Supplies,Small Box,4/17/2011
5423,4/17/2011,Critical,13,642.66,Regular Air,19.99,Dave Hallsten,Home Office,Office Supplies,Small Box,4/17/2011
5455,5/21/2009,Medium,44,92.86,Regular Air,1.49,Eugene Hildebrand,Home Office,Office Supplies,Small Box,5/23/2009
5531,6/25/2010,Low,38,9013.58,Regular Air,19.99,Nancy Lomonaco,Home Office,Office Supplies,Small Box,7/2/2010
5532,6/25/2010,Low,26,175.42,Regular Air,7.5,Nancy Lomonaco,Home Office,Office Supplies,Small Box,7/2/2010
5547,10/26/2012,Low,16,464.695,Regular Air,2.5,Gary Zandusky,Home Office,Technology,Small Pack,11/2/2012
5552,7/17/2010,Critical,29,184.77,Express Air,5.3,Andy Yotov,Corporate,Office Supplies,Small Pack,7/18/2010
5561,5/14/2012,High,32,931.08,Express Air,1.99,Cynthia Arntzen,Small Business,Technology,Small Pack,5/17/2012
5568,6/13/2009,Low,29,877.97,Regular Air,6.5,Edward Becker,Corporate,Technology,Small Box,6/17/2009
5580,9/4/2012,Low,38,1112.54,Regular Air,8.23,Naresj Patel,Corporate,Office Supplies,Small Box,9/9/2012
5609,6/27/2010,High,14,125.31,Regular Air,4.95,Ed Ludwig,Consumer,Furniture,Small Box,6/29/2010
5610,6/27/2010,High,45,11277.05,Delivery Truck,17.86,Ed Ludwig,Consumer,Technology,Jumbo Drum,6/29/2010
5611,6/27/2010,High,43,110.64,Regular Air,2.4,Ed Ludwig,Consumer,Office Supplies,Wrap Bag,6/29/2010
5622,4/9/2009,Low,43,4075.376,Regular Air,8.99,Roy French,Consumer,Technology,Small Box,4/13/2009
5651,2/24/2011,Medium,46,1736.53,Regular Air,3.99,Aimee Bixby,Home Office,Office Supplies,Small Box,2/26/2011
5708,2/18/2011,High,28,2905.3,Express Air,0.49,Jesus Ocampo,Small Business,Office Supplies,Small Box,2/20/2011
5729,8/17/2009,High,47,1982.16,Regular Air,19.99,Naresj Patel,Corporate,Office Supplies,Small Box,8/18/2009
5796,7/7/2012,Low,35,870.75,Regular Air,5.3,Darren Budd,Consumer,Furniture,Medium Box,7/9/2012
5797,7/7/2012,Low,13,43.37,Regular Air,0.99,Darren Budd,Consumer,Furniture,Medium Box,7/9/2012
5798,2/21/2010,Not Specified,29,61.22,Express Air,4.08,Darren Budd,Home Office,Furniture,Small Pack,2/23/2010
5809,9/30/2010,Low,9,52.93,Regular Air,0.7,Edward Nazzal,Small Business,Office Supplies,Wrap Bag,9/30/2010
5810,9/30/2010,Low,25,145.13,Regular Air,4.96,Edward Nazzal,Small Business,Office Supplies,Small Box,10/4/2010
5815,9/12/2009,Critical,4,345.57,Regular Air,35,Eugene Hildebrand,Home Office,Office Supplies,Large Box,9/13/2009
5819,7/4/2009,Medium,39,916.05,Regular Air,12.98,Eileen Kiefer,Consumer,Office Supplies,Small Box,7/6/2009
5821,1/31/2012,Not Specified,21,787.63,Regular Air,1.99,Jonathan Howell,Consumer,Technology,Small Pack,2/1/2012
5824,10/9/2011,Low,21,1223.11,Express Air,13.22,Brian Stugart,Consumer,Office Supplies,Small Box,10/18/2011
5825,2/2/2012,Medium,36,66.41,Regular Air,0.79,Magdelene Morse,Home Office,Office Supplies,Wrap Bag,2/2/2012
5860,2/10/2009,Medium,22,138.24,Regular Air,5.19,Edward Becker,Corporate,Office Supplies,Small Box,2/11/2009
5909,5/22/2011,High,22,846.59,Regular Air,18.98,Tamara Dahlen,Corporate,Furniture,Small Box,5/23/2011
5925,9/24/2009,Medium,45,338.85,Regular Air,7.72,Eugene Hildebrand,Home Office,Office Supplies,Small Box,9/25/2009
5926,9/24/2009,Medium,11,43.25,Regular Air,2,Eugene Hildebrand,Home Office,Office Supplies,Wrap Bag,9/25/2009
5928,1/10/2011,Low,36,188.34,Regular Air,5.74,Christine Phan,Small Business,Office Supplies,Small Box,1/15/2011
5929,1/10/2011,Low,3,32.49,Regular Air,1.39,Christine Phan,Small Business,Office Supplies,Small Box,1/12/2011
5930,1/10/2011,Low,26,1493.858,Regular Air,8.8,Christine Phan,Small Business,Technology,Small Box,1/15/2011
5935,7/22/2010,High,18,50.15,Regular Air,0.97,Erin Smith,Home Office,Office Supplies,Wrap Bag,7/23/2010
5954,4/26/2012,Not Specified,40,3060.37,Regular Air,4,Ted Trevino,Corporate,Technology,Small Box,4/27/2012
5955,4/26/2012,Not Specified,5,25.31,Regular Air,0.71,Ted Trevino,Corporate,Office Supplies,Wrap Bag,4/28/2012
5990,12/21/2010,Medium,15,102.32,Regular Air,5.74,Tamara Dahlen,Corporate,Office Supplies,Small Box,12/22/2010
6020,10/3/2011,Low,48,945.54,Regular Air,5.97,Eileen Kiefer,Consumer,Office Supplies,Small Box,10/5/2011
6040,2/16/2010,Low,27,141.56,Regular Air,2.99,Ted Trevino,Corporate,Office Supplies,Small Box,2/23/2010
6042,10/6/2012,Not Specified,50,387.79,Regular Air,5.83,David Philippe,Consumer,Office Supplies,Wrap Bag,10/8/2012
6106,4/10/2009,Critical,16,843.15,Regular Air,5.81,James Lanier,Corporate,Office Supplies,Small Box,4/12/2009
6107,4/10/2009,Critical,24,3978.02,Regular Air,19.99,James Lanier,Corporate,Office Supplies,Small Box,4/12/2009
6126,3/9/2010,Critical,3,23.38,Regular Air,5.14,Anemone Ratner,Small Business,Office Supplies,Small Box,3/12/2010
6127,3/9/2010,Critical,16,139.37,Express Air,2.64,Anemone Ratner,Small Business,Office Supplies,Small Pack,3/10/2010
6128,3/9/2010,Critical,18,1221.62,Regular Air,35,Anemone Ratner,Small Business,Office Supplies,Large Box,3/9/2010
6132,7/30/2009,High,35,59.66,Regular Air,1.57,Cari MacIntyre,Corporate,Office Supplies,Wrap Bag,7/31/2009
6133,7/30/2009,High,2,377.016,Delivery Truck,69.64,Cari MacIntyre,Corporate,Furniture,Jumbo Box,8/1/2009
6134,7/30/2009,High,8,124.7,Regular Air,1.97,Cari MacIntyre,Corporate,Office Supplies,Wrap Bag,8/1/2009
6189,12/7/2011,Critical,24,382.19,Express Air,6.75,Melanie Page,Corporate,Office Supplies,Medium Box,12/10/2011
6190,12/7/2011,Critical,17,2573.92,Delivery Truck,143.71,Melanie Page,Corporate,Furniture,Jumbo Drum,12/9/2011
6191,12/7/2011,Critical,40,727.64,Regular Air,8.51,Melanie Page,Corporate,Technology,Medium Box,12/9/2011
6192,12/7/2011,Critical,16,2795.004,Regular Air,8.99,Melanie Page,Corporate,Technology,Small Box,12/8/2011
6193,12/7/2011,Critical,25,2564.5775,Regular Air,7.69,Melanie Page,Corporate,Technology,Small Box,12/9/2011
6237,1/20/2009,High,27,3970.33,Delivery Truck,53.48,Cynthia Arntzen,Small Business,Furniture,Jumbo Box,1/23/2009
6242,5/14/2010,Medium,39,185.69,Regular Air,0.71,Erin Smith,Home Office,Office Supplies,Wrap Bag,5/14/2010
6268,4/9/2012,Medium,27,129.06,Regular Air,4.97,Chris Selesnick,Home Office,Office Supplies,Small Box,4/11/2012
6269,4/9/2012,Medium,43,1236.64,Regular Air,1.99,Chris Selesnick,Home Office,Technology,Small Pack,4/11/2012
6272,12/3/2010,Not Specified,32,3234.1,Regular Air,8.99,Noel Staavos,Home Office,Furniture,Small Pack,12/5/2010
6303,3/13/2011,High,6,428.723,Regular Air,1.25,Dean Braden,Corporate,Technology,Small Pack,3/15/2011
6307,6/14/2010,Low,18,55.35,Express Air,5,George Bell,Corporate,Office Supplies,Small Box,6/18/2010
6308,6/14/2010,Low,27,700.35,Regular Air,5.89,George Bell,Corporate,Technology,Small Box,6/23/2010
6309,5/9/2010,Medium,19,36.37,Regular Air,1.49,Edward Becker,Home Office,Office Supplies,Small Box,5/10/2010
6331,6/17/2010,Low,25,187.55,Regular Air,9.23,Lena Creighton,Corporate,Office Supplies,Small Box,6/24/2010
6336,2/9/2010,Medium,4,47.03,Regular Air,5.03,Joni Sundaresam,Home Office,Office Supplies,Small Box,2/10/2010
6340,5/3/2011,Low,16,112.91,Regular Air,8.4,Tamara Chand,Consumer,Office Supplies,Small Box,5/5/2011
6341,5/3/2011,Low,22,180.92,Regular Air,6.14,Tamara Chand,Consumer,Office Supplies,Small Pack,5/3/2011
6342,5/3/2011,Low,17,31.68,Regular Air,1.99,Tamara Chand,Consumer,Technology,Small Pack,5/7/2011
6346,12/24/2012,Critical,32,1673.53,Regular Air,10.17,Anthony Witt,Corporate,Technology,Medium Box,12/26/2012
6347,12/24/2012,Critical,32,7110.24,Delivery Truck,69.64,Anthony Witt,Corporate,Furniture,Jumbo Box,12/26/2012
6359,5/28/2012,Critical,6,975.5,Delivery Truck,35.02,Erin Smith,Home Office,Furniture,Jumbo Box,5/29/2012
6360,5/28/2012,Critical,32,4834.8,Regular Air,4.99,Erin Smith,Home Office,Technology,Small Box,5/29/2012
6371,11/19/2010,High,13,2084.96,Delivery Truck,43.71,George Ashbrook,Small Business,Furniture,Jumbo Drum,11/19/2010
6401,2/11/2009,Critical,17,1002.73,Regular Air,49,George Ashbrook,Consumer,Office Supplies,Large Box,2/12/2009
6429,11/13/2012,High,43,1704.58,Regular Air,4.5,Nat Carroll,Home Office,Office Supplies,Small Box,11/13/2012
6443,12/6/2009,Not Specified,44,6123.48,Regular Air,24.49,Duane Huffman,Consumer,Furniture,Large Box,12/8/2009
6461,2/14/2011,Low,1,131.27,Delivery Truck,35.84,George Ashbrook,Consumer,Furniture,Jumbo Box,2/16/2011
6462,2/14/2011,Low,50,196.39,Regular Air,0.5,George Ashbrook,Consumer,Office Supplies,Small Box,2/18/2011
6502,2/6/2011,Medium,32,643.53,Regular Air,5.77,Jonathan Howell,Consumer,Office Supplies,Small Box,2/6/2011
6503,2/6/2011,Medium,27,1217.77,Regular Air,6.22,Jonathan Howell,Consumer,Office Supplies,Small Box,2/9/2011
6524,4/1/2010,Critical,34,800.39,Regular Air,2.99,David Philippe,Consumer,Office Supplies,Small Box,4/2/2010
6527,2/21/2012,Medium,7,271.27,Regular Air,13.99,Matt Hagelstein,Home Office,Furniture,Wrap Bag,2/22/2012
6538,12/6/2009,Medium,43,2980.15,Express Air,37.58,Edward Nazzal,Home Office,Furniture,Wrap Bag,12/8/2009
6539,12/6/2009,Medium,23,476.04,Regular Air,9.54,Edward Nazzal,Home Office,Office Supplies,Small Box,12/9/2009
6558,6/27/2012,Low,8,825.96,Delivery Truck,58.2,Magdelene Morse,Home Office,Furniture,Jumbo Drum,7/1/2012
6581,5/22/2009,Low,22,5648.69,Regular Air,11.25,Eudokia Martin,Home Office,Technology,Small Box,5/22/2009
6582,3/5/2010,High,32,53.34,Regular Air,0.7,Darren Budd,Corporate,Furniture,Wrap Bag,3/6/2010
6595,6/18/2009,Low,31,4483.92,Regular Air,6.5,Jesus Ocampo,Small Business,Technology,Small Box,6/20/2009
6599,5/7/2012,Medium,10,50.42,Regular Air,1.49,Allen Golden,Consumer,Office Supplies,Small Box,5/9/2012
6600,5/7/2012,Medium,19,2980.372,Regular Air,8.99,Allen Golden,Consumer,Technology,Small Box,5/9/2012
6612,4/1/2012,Not Specified,35,154,Regular Air,1.93,Cynthia Arntzen,Home Office,Office Supplies,Wrap Bag,4/3/2012
6650,7/17/2011,Low,6,460.71,Regular Air,35,Eileen Kiefer,Consumer,Office Supplies,Large Box,7/22/2011
6701,3/10/2011,Medium,29,2946.05,Delivery Truck,41.64,Philip Brown,Corporate,Furniture,Jumbo Box,3/11/2011
6742,1/26/2012,Medium,30,183.33,Regular Air,4.38,Darren Budd,Consumer,Technology,Small Pack,1/28/2012
6743,1/26/2012,Medium,12,88.06,Regular Air,9.68,Darren Budd,Consumer,Furniture,Small Pack,1/28/2012
6766,11/27/2010,Not Specified,35,3337.5165,Regular Air,2.5,Ruben Ausman,Corporate,Technology,Small Box,11/28/2010
6767,11/27/2010,Not Specified,35,1018.402,Regular Air,5.99,Ruben Ausman,Corporate,Technology,Wrap Bag,11/27/2010
6768,11/27/2010,Not Specified,47,2679.1235,Regular Air,19.99,Ruben Ausman,Corporate,Technology,Small Box,11/28/2010
6789,3/28/2009,Not Specified,16,2365.43,Regular Air,13.99,Eileen Kiefer,Consumer,Technology,Medium Box,3/28/2009
6826,12/3/2012,Low,4,16.91,Regular Air,0.5,George Bell,Corporate,Office Supplies,Small Box,12/7/2012
6827,12/3/2012,Low,8,464.66,Regular Air,14.83,George Bell,Corporate,Furniture,Small Box,12/8/2012
6831,2/1/2010,High,4,37.73,Regular Air,3.5,Matt Collister,Home Office,Office Supplies,Small Box,2/3/2010
6832,2/1/2010,High,5,519.69,Express Air,7.18,Matt Collister,Home Office,Technology,Small Box,2/2/2010
6842,11/25/2009,Medium,4,29.24,Regular Air,1.6,Cynthia Arntzen,Home Office,Office Supplies,Wrap Bag,11/26/2009
6888,9/3/2012,Critical,31,846.85,Regular Air,4,Brian Stugart,Consumer,Technology,Small Box,9/5/2012
6891,3/29/2009,Not Specified,29,177.41,Express Air,7.64,Edward Becker,Corporate,Office Supplies,Small Box,3/31/2009
6898,3/19/2009,High,28,96.71,Regular Air,3.97,Noah Childs,Home Office,Office Supplies,Wrap Bag,3/19/2009
6940,3/17/2010,Low,29,730.51,Regular Air,5.58,Darren Budd,Consumer,Furniture,Jumbo Drum,3/21/2010
6953,1/4/2009,High,3,1039.56,Delivery Truck,30,Dave Hallsten,Home Office,Furniture,Jumbo Drum,1/5/2009
6985,5/25/2011,Critical,48,204.15,Regular Air,5.41,Edward Nazzal,Home Office,Office Supplies,Small Box,5/27/2011
6986,5/25/2011,Critical,13,33.11,Regular Air,4.57,Edward Nazzal,Home Office,Furniture,Small Pack,5/27/2011
7046,5/20/2011,Medium,34,2010.89,Regular Air,11.55,Anemone Ratner,Small Business,Office Supplies,Small Box,5/22/2011
7088,9/7/2011,Not Specified,48,389.28,Regular Air,3.5,Dan Lawera,Corporate,Office Supplies,Small Box,9/9/2011
7126,7/21/2009,Low,12,1244.72,Regular Air,7.18,Nancy Lomonaco,Home Office,Technology,Small Box,7/26/2009
7131,12/17/2011,Critical,27,137.5,Regular Air,4.95,Dan Lawera,Corporate,Office Supplies,Small Box,12/17/2011
7132,12/17/2011,Critical,12,5744.24,Delivery Truck,28.14,Dan Lawera,Corporate,Technology,Jumbo Drum,12/19/2011
7133,12/17/2011,Critical,42,452.15,Express Air,3.37,Dan Lawera,Corporate,Office Supplies,Small Pack,12/17/2011
7163,11/8/2012,High,28,112.05,Regular Air,1.3,Theresa Coyne,Home Office,Office Supplies,Wrap Bag,11/10/2012
7204,6/9/2010,Low,26,78.22,Regular Air,0.5,Lena Creighton,Corporate,Office Supplies,Small Box,6/14/2010
7205,6/9/2010,Low,10,51.65,Regular Air,5.49,Lena Creighton,Corporate,Office Supplies,Small Box,6/13/2010
7234,3/4/2012,Low,34,823.98,Regular Air,4.08,David Philippe,Consumer,Office Supplies,Small Pack,3/13/2012
7262,12/21/2012,Not Specified,13,1390.17,Regular Air,35,Lena Creighton,Corporate,Office Supplies,Large Box,12/23/2012
7276,2/27/2009,High,39,11613.13,Delivery Truck,42.52,James Lanier,Corporate,Office Supplies,Jumbo Drum,2/27/2009
7307,3/10/2010,Medium,19,812.06,Regular Air,10.55,Darren Budd,Corporate,Furniture,Jumbo Drum,3/10/2010
7308,9/12/2010,Medium,8,104.27,Regular Air,5.81,Philip Brown,Corporate,Office Supplies,Small Pack,9/12/2010
7312,3/24/2010,Low,38,3922.96,Regular Air,19.99,Jeremy Ellison,Small Business,Technology,Small Box,3/26/2010
7315,11/1/2011,Not Specified,39,261.16,Regular Air,9.68,Darren Budd,Home Office,Furniture,Jumbo Box,11/1/2011
7316,11/1/2011,Not Specified,47,155.22,Regular Air,1.35,Darren Budd,Home Office,Furniture,Jumbo Drum,11/2/2011
7332,11/4/2010,Not Specified,23,1236.954,Regular Air,4.2,Cari MacIntyre,Corporate,Technology,Small Box,11/6/2010
7354,12/12/2009,High,36,1072.36,Regular Air,4.86,Alan Hwang,Corporate,Office Supplies,Wrap Bag,12/14/2009
7355,12/12/2009,High,39,857.84,Regular Air,11.52,Alan Hwang,Corporate,Office Supplies,Small Box,12/14/2009
7384,6/14/2011,Low,9,742.84,Delivery Truck,59.81,Magdelene Morse,Home Office,Furniture,Jumbo Drum,6/18/2011
7385,6/14/2011,Low,14,2070.68,Regular Air,4,Magdelene Morse,Home Office,Technology,Small Box,6/21/2011
7386,6/14/2011,Low,15,764.13,Regular Air,4.86,Magdelene Morse,Home Office,Office Supplies,Small Box,6/21/2011
7387,3/7/2012,Low,11,64.34,Regular Air,2.27,Alan Hwang,Corporate,Office Supplies,Wrap Bag,3/12/2012
7388,3/7/2012,Low,10,693.02,Regular Air,3.5,Alan Hwang,Corporate,Office Supplies,Small Box,3/16/2012
7399,9/23/2011,Not Specified,37,201.14,Regular Air,3.37,Aimee Bixby,Home Office,Office Supplies,Wrap Bag,9/23/2011
7412,10/22/2010,High,9,48.26,Express Air,2.04,Lena Creighton,Home Office,Office Supplies,Wrap Bag,10/24/2010
7413,10/22/2010,High,6,1718.43,Delivery Truck,66.67,Lena Creighton,Home Office,Furniture,Jumbo Box,10/23/2010
7432,4/25/2012,Not Specified,5,43.61,Express Air,4,Eugene Hildebrand,Home Office,Furniture,Wrap Bag,4/27/2012
7433,4/25/2012,Not Specified,39,343.05,Regular Air,2.15,Eugene Hildebrand,Home Office,Office Supplies,Wrap Bag,4/27/2012
7434,4/25/2012,Not Specified,7,44.63,Regular Air,5.67,Eugene Hildebrand,Home Office,Office Supplies,Small Box,4/25/2012
7463,8/18/2009,Medium,34,5442.142,Regular Air,4.99,Noel Staavos,Home Office,Technology,Small Box,8/21/2009
7464,4/2/2009,Critical,40,14075.99,Delivery Truck,58.92,Philip Brown,Corporate,Furniture,Jumbo Drum,4/4/2009
7466,5/24/2012,Critical,6,1042.96,Regular Air,19.99,Eudokia Martin,Home Office,Office Supplies,Small Box,5/26/2012
7467,7/4/2009,Medium,23,8413.23,Regular Air,19.99,Edward Nazzal,Home Office,Office Supplies,Small Box,7/6/2009
7468,7/4/2009,Medium,30,105.45,Regular Air,7.49,Edward Nazzal,Home Office,Office Supplies,Wrap Bag,7/5/2009
7514,3/17/2011,High,12,451.09,Express Air,9.83,Erin Ashbrook,Consumer,Office Supplies,Small Box,3/18/2011
7521,6/16/2012,Medium,10,55.33,Express Air,0.71,Tamara Chand,Consumer,Office Supplies,Wrap Bag,6/17/2012
7577,4/15/2012,Critical,32,2773.71,Express Air,5.5,Mike Caudle,Corporate,Technology,Small Box,4/17/2012
7578,4/15/2012,Critical,9,113.89,Regular Air,8.99,Mike Caudle,Corporate,Office Supplies,Small Pack,4/16/2012
7583,3/24/2011,Medium,5,83.3,Regular Air,2.5,Cari MacIntyre,Corporate,Technology,Wrap Bag,3/25/2011
7592,5/2/2012,Low,48,3005.74,Express Air,3.99,Alan Hwang,Corporate,Office Supplies,Small Box,5/9/2012
7593,5/2/2012,Low,41,2209.5155,Regular Air,5.31,Alan Hwang,Corporate,Technology,Small Box,5/7/2012
7603,12/4/2011,High,34,670.02,Regular Air,1.49,Dave Hallsten,Home Office,Office Supplies,Small Box,12/6/2011
7626,10/4/2010,Critical,24,523.56,Regular Air,8.99,Fred Hopkins,Home Office,Furniture,Small Pack,10/6/2010
7639,9/19/2009,Critical,43,112.63,Regular Air,6.35,Jonathan Howell,Consumer,Office Supplies,Small Box,9/19/2009
7643,12/7/2009,Critical,44,3421.88,Regular Air,4,Matt Collister,Home Office,Technology,Small Box,12/10/2009
7659,8/28/2011,Critical,32,197.93,Regular Air,5.46,Duane Huffman,Small Business,Office Supplies,Small Box,8/29/2011
7660,8/28/2011,Critical,7,90.58,Regular Air,6.27,Duane Huffman,Small Business,Office Supplies,Medium Box,8/30/2011
7684,3/20/2012,Low,40,2376.7105,Regular Air,3.99,Kelly Lampkin,Corporate,Technology,Small Box,3/20/2012
7712,1/22/2010,Medium,1,35.14,Regular Air,6.27,Edward Nazzal,Home Office,Office Supplies,Small Box,1/23/2010
7788,10/22/2012,High,9,14665.55,Regular Air,24.49,Philip Brown,Home Office,Office Supplies,Medium Box,10/23/2012
7795,3/22/2009,Not Specified,32,4856.1,Delivery Truck,17.85,Dean Braden,Corporate,Technology,Jumbo Drum,3/23/2009
7810,2/16/2009,Medium,28,208.83,Regular Air,6.05,Erica Smith,Small Business,Office Supplies,Small Box,2/17/2009
7811,2/16/2009,Medium,41,228.3,Express Air,4.62,Erica Smith,Small Business,Technology,Small Pack,2/18/2009
7831,7/4/2009,Low,21,514.53,Regular Air,6.71,Dave Hallsten,Corporate,Office Supplies,Small Box,7/6/2009
7832,7/4/2009,Low,14,748.84,Regular Air,4.86,Dave Hallsten,Corporate,Office Supplies,Small Box,7/8/2009
7833,7/4/2009,Low,9,1497.93,Regular Air,19.99,Dave Hallsten,Corporate,Office Supplies,Small Box,7/11/2009
7834,7/4/2009,Low,14,3857.56,Regular Air,69,Dave Hallsten,Corporate,Furniture,Large Box,7/6/2009
7840,11/25/2011,Low,23,156.66,Regular Air,5.2,Erica Smith,Small Business,Office Supplies,Small Box,11/30/2011
7936,5/11/2010,Not Specified,34,479.84,Regular Air,5.5,Jim Mitchum,Consumer,Office Supplies,Small Box,5/12/2010
7937,5/11/2010,Not Specified,16,833.9265,Regular Air,3.99,Jim Mitchum,Consumer,Technology,Small Box,5/12/2010
7938,5/11/2010,Not Specified,6,182.64,Regular Air,6.5,Jim Mitchum,Consumer,Technology,Small Box,5/13/2010
7939,5/11/2010,Not Specified,21,736.17,Regular Air,1.99,Jim Mitchum,Consumer,Technology,Small Pack,5/13/2010
7985,5/1/2010,Critical,29,2820.6995,Regular Air,8.99,David Philippe,Consumer,Technology,Small Box,5/2/2010
8011,1/5/2009,Critical,43,78.08,Regular Air,0.75,Darren Budd,Consumer,Furniture,Jumbo Drum,1/6/2009
8012,1/5/2009,Critical,29,653.54,Delivery Truck,53.03,Darren Budd,Consumer,Furniture,Jumbo Drum,1/7/2009
8013,1/5/2009,Critical,48,12635.75,Regular Air,35,Darren Budd,Consumer,Furniture,Large Box,1/5/2009
8014,1/5/2009,Critical,49,240.3,Regular Air,5.68,Darren Budd,Consumer,Furniture,Jumbo Box,1/6/2009
8015,1/5/2009,Critical,25,2750.107,Regular Air,5.26,Darren Budd,Consumer,Technology,Small Box,1/5/2009
8034,3/23/2009,Medium,25,106.04,Regular Air,1.49,George Ashbrook,Consumer,Office Supplies,Small Box,3/25/2009
8035,3/23/2009,Medium,45,452.93,Express Air,5.76,George Ashbrook,Consumer,Office Supplies,Small Box,3/25/2009
8039,3/24/2009,Medium,6,101.52,Regular Air,5.41,Tamara Chand,Consumer,Office Supplies,Small Box,3/25/2009
8077,1/3/2010,Not Specified,37,294.48,Regular Air,3.62,Darren Budd,Consumer,Technology,Small Pack,1/4/2010
8099,7/26/2009,Low,16,88.84,Regular Air,6.07,Edward Becker,Home Office,Office Supplies,Small Box,7/28/2009
8123,1/4/2011,High,26,61.4,Regular Air,5.33,David Philippe,Consumer,Furniture,Small Box,1/4/2011
8129,2/1/2012,High,48,362.71,Regular Air,6.16,Anemone Ratner,Small Business,Office Supplies,Small Box,2/3/2012
8130,2/1/2012,High,12,2077.1875,Express Air,4.2,Anemone Ratner,Small Business,Technology,Small Box,2/3/2012
8186,10/27/2010,Medium,14,700.95,Regular Air,5.1,Janet Martin,Corporate,Office Supplies,Medium Box,10/28/2010
8187,10/27/2010,Medium,41,159.74,Express Air,2.5,Janet Martin,Corporate,Office Supplies,Small Box,10/28/2010
8193,8/22/2011,Medium,50,13608.83,Delivery Truck,64.73,Edward Nazzal,Home Office,Furniture,Jumbo Drum,8/23/2011
8194,8/22/2011,Medium,25,89.32,Regular Air,0.7,Edward Nazzal,Home Office,Office Supplies,Wrap Bag,8/23/2011
8231,6/7/2010,Low,3,23.93,Regular Air,0.96,Alan Hwang,Corporate,Furniture,Wrap Bag,6/11/2010
8232,6/7/2010,Low,14,2027.55,Regular Air,13.99,Alan Hwang,Corporate,Technology,Medium Box,6/14/2010
8233,5/13/2012,Critical,27,5307.5,Delivery Truck,23.76,Eugene Hildebrand,Home Office,Furniture,Jumbo Drum,5/14/2012
8252,5/26/2012,Medium,32,254.46,Regular Air,1.99,Andrew Roberts,Small Business,Technology,Small Pack,5/27/2012
8253,5/26/2012,Medium,32,278.19,Regular Air,0.96,Andrew Roberts,Small Business,Furniture,Wrap Bag,5/27/2012
8254,5/26/2012,Medium,32,1662.33,Regular Air,5.81,Andrew Roberts,Small Business,Office Supplies,Small Box,5/28/2012
8264,2/26/2012,Low,38,425.91,Regular Air,5.03,David Smith,Small Business,Office Supplies,Small Box,2/29/2012
8269,10/7/2011,Low,21,68.53,Regular Air,3.97,Edward Becker,Corporate,Office Supplies,Wrap Bag,10/12/2011
8270,10/7/2011,Low,39,4215.83,Regular Air,8.99,Edward Becker,Corporate,Technology,Small Box,10/16/2011
8339,4/11/2012,Medium,25,1610.26,Regular Air,6.88,Magdelene Morse,Home Office,Office Supplies,Small Box,4/11/2012
